946	 0.0000971	 10254.000	 9411	 11584
951	 0.0000975	 10403.000	 9535	 14350
956	 0.0000988	 10343.000	 9388	 13568
961	 0.0000989	 10343.000	 9414	 11735
966	 0.0001025	 10646.000	 9363	 13670
971	 0.0001033	 10662.000	 9600	 11975
976	 0.0001020	 10727.000	 9730	 12499
981	 0.0001020	 10815.000	 9889	 13660
986	 0.0001029	 10758.000	 9930	 12161
991	 0.0001030	 10864.000	 9957	 12238
996	 0.0001044	 10950.000	 9799	 12568
